count,name,leagues
32,FC Kopenhagen,DEN 1 (14)·UEFA CL (14)·DEN CUP (3)·UEFA CONF Q (1)
29,FC Midtjylland,DEN 1 (19)·UEFA CONF (6)·DEN CUP (1)·UEFA CL Q (3)
27,Silkeborg IF,DEN 1 (20)·DEN CUP (4)·UEFA EL Q (2)·UEFA CONF Q (1)
21,AGF Aarhus,DEN 1 (15)·UEFA CONF (2)·DEN CUP (4)
20,Bröndby IF,DEN 1 (14)·DEN CUP (3)·UEFA CONF Q (3)
19,FC Nordsjaelland,DEN 1 (17)·DEN CUP (2)
19,Vejle BK,DEN 1 (18)·DEN CUP (1)
18,Lyngby BK,DEN 1 (16)·DEN CUP (2)
18,Randers FC,DEN 1 (17)·DEN CUP (1)
16,Odense BK,DEN 1 (16)
16,Viborg FF,DEN 1 (15)·DEN CUP (1)
10,Nordsjaelland,UEFA CONF (10)
9,FC Fredericia,DEN 2 (7)·DEN CUP (2)
9,Hvidovre IF,DEN 1 (8)·DEN 2 (1)
8,Aalborg BK,DEN 1 (4)·DEN 2 (4)
8,SönderjyskE,DEN 2 (5)·DEN CUP (1)·DEN 1 (2)
7,AC Horsens,DEN 1 (1)·DEN 2 (6)
7,HB Köge,DEN 2 (7)
7,Hilleröd Fodbold,DEN 2 (6)·DEN CUP (1)
7,Vendsyssel FF,DEN 2 (7)
5,B93 Kopenhagen,DEN 2 (4)·DEN CUP (1)
5,Hobro IK,DEN 2 (5)
4,Kolding IF,DEN 2 (4)
4,Naestved BK,DEN 2 (4)
3,FC Helsingor,DEN 2 (3)
1,Brönshöj BK,DEN CUP (1)
1,FC Roskilde,DEN 2 (1)
1,IF Lyseng,DEN CUP (1)
1,Middelfart BK,DEN CUP (1)
1,Skive IK,DEN CUP (1)
1,Thisted FC,DEN CUP (1)
