count,name,leagues
9,Alianza Lima,COPA L (7)·PER 1 (2)
8,FBC Melgar,COPA L (4)·PER 1 (4)
7,Cesar Vallejo,PER 1 (4)·COPA S (3)
6,Sport Huancayo,PER 1 (6)
6,Universitario,COPA S (3)·COPA L (3)
5,Dep. Garcilaso,PER 1 (3)·COPA S (2)
5,Sp. Cristal,COPA L (3)·COPA S (2)
4,Comerciantes Uni,PER 2 (1)·PER 1 (3)
4,Cusco FC,PER 1 (4)
4,Los Chankas CYC,PER 2 (1)·PER 1 (3)
4,Sporting Cristal,PER 1 (4)
3,Academia Cantolao,PER 1 (3)
3,Alianza Atletico,PER 1 (3)
3,Aso. Dep. Tarma,PER 1 (3)
3,Atletico Grau,PER 1 (3)
3,Ayacucho FC,PER 2 (3)
3,Club Cienciano,PER 1 (3)
3,Sport Boys Assoc.,PER 1 (3)
2,Comerciantes FC,PER 2 (2)
2,Dep. Llacuabamba,PER 2 (2)
2,Dep. Municipal,PER 1 (2)
2,Molinos el Pirata,PER 2 (2)
2,Santos de Nasca FC,PER 2 (2)
2,Univ. San Martin,PER 2 (2)
2,Universitario Dep.,PER 1 (2)
1,AD Tarma,COPA S (1)
1,Ali.Univ. Huanuco,PER 2 (1)
1,Carlos Mannucci,PER 1 (1)
1,Deportivo Coopsol,PER 2 (1)
1,Juan Aurich,PER 2 (1)
1,UTC de Cajamarca,PER 1 (1)
1,Union Comercio,PER 1 (1)
